,id,year,name,rating,votes,description,genres,stars,writes,cast,directors,release_day,country,language,filming_locations,budget,total_gross,duration
88,89,1897,Leaving Jerusalem by Railway (1897) ,6.2,847,"A train is leaving a railway station at the outskirts of Jerusalem. From the very end of the train a barren, rocky landscape is seen, and some ruins of very old buildings,. Five men walk ...
                    See full summary »","['Documentary', 'Short']",,,[],"[('Auguste Lumière', 525908), ('Alexandre Promio', 525908)]",1897,France,None,"['Jerusalem', 'Israel']",,,1
89,90,1896,Breaking Up of the Territorial Army (1896) ,4,13,No description.,"['Documentary', 'Short']",,,[],"[('Georges Méliès', 617588)]",,France,None,,,,
90,91,1896,The House of the Devil (1896) ,6.7,2922,"With the help of a magic cauldron, Mephistopheles conjures up a variety of supernatural characters.","['Short', 'Horror']","[(""Jehanne d'Alcy"", 194945), ('Jules-Eugène Legris', 194945), ('Georges Méliès', 194945)]","[('Georges Méliès', 617588)]","[{'star': ""Jehanne d'Alcy"", 'star_id': 194945, 'character': 'Young woman', 'character_id': 91}, {'star': 'Jules-Eugène Legris', 'star_id': 6170115, 'character': 'Mephistopheles', 'character_id': 91}, {'star': 'Georges Méliès', 'star_id': 617588, 'character': 'Mephistopheles', 'character_id': 91}]","[('Georges Méliès', 617588)]",24 December 1896,France,None,"['Montreuil', 'Seine-Saint-Denis', 'France']",,,3
91,92,1896,Tide Rising Over the Breakwater (1896) ,4.6,11,No description.,"['Documentary', 'Short']",,,[],"[('Georges Méliès', 617588)]",,France,None,,,,
92,93,1896,Melbourne (1896) ,4.9,65,No description.,"['Documentary', 'Short']",,,[],"[('Auguste Lumière', 525908), ('Louis Lumière', 525908)]",,France,None,"['Melbourne', 'Victoria', 'Australia']",,,
93,94,1896,Miss de Vere (1896) ,4.4,14,No description.,['Short'],"[('Elise de Vère', 9513675)]",,"[{'star': 'Elise de Vère', 'star_id': 9513675, 'character': 'Self', 'character_id': 94}]","[('Georges Méliès', 617588)]",,France,None,,,,
94,95,1896,The Mysterious Paper (1896) ,4.8,19,No description.,['Short'],,,[],"[('Georges Méliès', 617588)]",,France,,,,,
95,96,1896,Place Saint-Augustin (1896) ,4.5,10,No description.,"['Documentary', 'Short']",,,[],"[('Georges Méliès', 617588)]",,France,None,,,,
96,97,1896,"Place de l'Opéra, First View (1896) ",4.9,16,"This lost film presumably features the Place de l'Opéra in Paris, France.","['Documentary', 'Short']",,,[],"[('Georges Méliès', 617588)]",,France,None,,,,
97,98,1896,"Place de l'Opéra, Second View (1896) ",5.5,18,No description.,"['Documentary', 'Short']",,,[],"[('Georges Méliès', 617588)]",,France,None,,,,
98,99,1896,Place de la Bastille (1896) ,4.7,13,No description.,"['Documentary', 'Short']",,,[],"[('Georges Méliès', 617588)]",,France,None,,,,
99,100,1896,Place de la Concorde (1896) ,5,32,No description.,"['Documentary', 'Short']",,,[],"[('Georges Méliès', 617588)]",,France,None,,,,
0,101,1896,Place du théâtre français (1896) ,4.6,11,This lost film presumably shows the Place du Théâtre-Français.,Documentary | Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
1,102,1896,The Beach at Villiers in a Gale (1896) ,4.8,12,No description.,Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
2,103,1896,Smarter than the Teacher (1896) ,5.8,14,"Little is known about this lost film, the third created by Georges Méliès. Presumably it shows a bicycle riding lesson.",Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
3,104,1896,Pompiers à Lyon (1896) ,5.5,393,"In the foreground, smoke billows. Four horse-drawn fire wagons approach and pass in front of a stationary camera. Two horses draw each wagon, and each wagon carries from two to eight ...
                    See full summary »",Documentary | Short,,,,,,France,None,,,,1
0,105,1896,Naval Review at Cherburg (1896) ,5.7,12,No description.,Documentary | Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
1,105,1896,Retour au cantonnement (1896) ,4.6,10,No description.,Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
2,106,1896,Rip Leaving Sleepy Hollow (1896) ,4.4,454,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,Drama | Short,"[('Joseph Jefferson', 420198)]",,"[{'star': 'Joseph Jefferson', 'star_id': 420198, 'character': 'Rip Van Winkle', 'character_id': 108}]","[('William K.L. Dickson (uncredited)', 5690)]",1 September 1896,USA,None,Buzzards Bay | Massachusetts | USA,,,1
3,106,1896,Rip Meeting the Dwarf (1896) ,4.5,444,No description.,Short | Fantasy,"[('Joseph Jefferson', 420198)]",,"[{'star': 'Joseph Jefferson', 'star_id': 420198, 'character': 'Rip Van Winkle', 'character_id': 109}]","[('William K.L. Dickson', 5690)]",September 1896,USA,None,Buzzards Bay | Massachusetts | USA,,,1
4,107,1896,The Docks at Marseilles (1896) ,5.5,12,No description.,Documentary | Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
0,107,1896,Les quais à Marseille (1896) ,5.5,12,No description.,Documentary | Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
1,108,1896,Saída do Pessoal Operário da Fábrica Confiança (1896) ,5.2,126,"A large number of workers, mostly young women, leave by the front door of their work place at lunch time. The building has an impressive colonnaded facade, and is located at 181, Santa ...
                    See full summary »",Documentary | Short,,,,"[('Aurélio da Paz dos Reis', 234288)]",December 1896,Portugal,None,Rua de Santa Catarina | Porto | Portugal,,,1
2,108,1896,Salut malencontreux d'un déserteur (1896) ,5.6,14,No description.,Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
3,109,1896,Revue navale à Cherbourg (1896) ,5.7,12,No description.,Documentary | Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
4,109,1896,Tempête sur la jetée du treport (1896) ,5.6,14,No description.,Documentary | Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
5,110,1896,Retour au cantonnement (1896) ,4.6,10,No description.,Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
6,111,1896,The Terrible Railway Accident (1896) ,4.7,7,No description.,Short,,,,,,UK,None,,,,
7,112,1896,Réunion d'officiers (1896) ,5,16,No description.,Documentary | Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
8,113,1896,Sac au dos (1896) ,5.6,13,No description.,Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
9,114,1896,Un lycée de jeunes filles (1896) ,5.9,23,No description.,Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
10,115,1896,Les tribulations d'un concierge (1896) ,4.5,13,No description.,Short | Comedy,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
11,116,1896,Tom Old Boot (1896) ,5.8,15,No description.,Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
12,117,1896,Le régiment (1896) ,5.5,13,No description.,Documentary | Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
13,118,1896,Sortie des ateliers Vibert (1896) ,5.5,13,"Little is known about this lost short film, other than it may have been similar to the Lumiere Brothers' ""Employees Leaving the Factory"" from the previous year.",Documentary | Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
14,119,1897,Au réfectoire (1897) ,4.8,13,No description.,Short | Comedy,,,,"[('Alice Guy', 349785)]",,France,None,,,,
15,120,1897,L'aveugle (1897) ,5.4,15,No description.,Short,,,,"[('Alice Guy', 349785)]",,France,None,,,,
16,121,1896,Une altercation au café (1896) ,5.5,14,No description.,Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
17,122,1896,Rip's Toast (1896) ,4.5,457,"""Here the celebrated actor Joseph Jefferson is shown giving his famous toast. Mr. Jefferson's features distinctly show on this picture that by watching the motion of his lips one could ...
                    See full summary »",Drama | Short,"[('Joseph Jefferson', 420198)]",,"[{'star': 'Joseph Jefferson', 'star_id': 420198, 'character': 'Rip Van Winkle', 'character_id': 111}]","[('William K.L. Dickson (uncredited)', 5690)]",1 September 1896,USA,None,Buzzards Bay | Massachusetts | USA,,,1
18,123,1896,The Wandering Negro Minstrels (1896) ,4.6,8,"Five London buskers dance and play banjos, tambourines, and bones.",Short | Music,,,,,February 1896,UK,None,,,,
19,124,1896,La voiture du potier (1896) ,6.5,21,No description.,Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
20,125,1896,A Watermelon Feast (1896) ,6.7,51,"""A family revelling in a feast of the favorite food of their race.""",Documentary | Short,,,,"[('William K.L. Dickson', 5690)]",12 September 1896,USA,None,841 Broadway | Manhattan | New York City | New York | USA,,,
21,126,1896,"Sauvetage en rivière, 2e (1896) ",5.4,29,No description.,Documentary | Short,,,,"[('Georges Méliès', 617588)]",May 1896,France,None,,,,
22,127,1896,Un petit diable (1896) ,6.7,34,"Little is known about this lost film, which presumably features an unruly child to comedic effect.",Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
23,128,1896,The Soldier's Courtship (1896) ,4.5,54,"A woman sitting on a bench is approached by a soldier. Momentarily, she refuses his advances, but in no time at all, they are kissing each other passionately.",Short | Comedy,"[('Fred Storey', 832461), ('Julie Seale', 832461), ('Ellen Daws', 832461)]",,"[{'star': 'Fred Storey', 'star_id': 832461, 'character': 'The Soldier', 'character_id': 121}, {'star': 'Julie Seale', 'star_id': 780534, 'character': 'The Girl', 'character_id': 121}, {'star': 'Ellen Daws', 'star_id': 5718242, 'character': 'The Woman', 'character_id': 121}]","[('Alfred Moul', 609678)]",1898,UK,None,Alhambra Theatre | Leicester Square | Soho | London | England | UK,,,1
24,129,1896,Rip Meeting the Dwarf (1896) ,4.5,444,No description.,Short | Fantasy,"[('Joseph Jefferson', 420198)]",,"[{'star': 'Joseph Jefferson', 'star_id': 420198, 'character': 'Rip Van Winkle', 'character_id': 109}]","[('William K.L. Dickson', 5690)]",September 1896,USA,None,Buzzards Bay | Massachusetts | USA,,,1
25,130,1896,Séance de prestidigitation (1896) ,5.7,78,Boognish the goddemon Wants your soul to perform tricks for him. WEEN is your only salvation.,Short,"[('Georges Méliès', 617588)]",,"[{'star': 'Georges Méliès', 'star_id': 617588, 'character': 'Self (stage magician)', 'character_id': 123}]","[('Georges Méliès', 617588)]",1896,France,None,,,,
26,131,1896,Rip's Toast to Hudson (1896) ,4.5,446,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,Short | Fantasy,"[('Joseph Jefferson', 420198)]",,"[{'star': 'Joseph Jefferson', 'star_id': 420198, 'character': 'Rip Van Winkle', 'character_id': 112}]","[('William K.L. Dickson', 5690)]",30 September 1896,USA,None,Buzzards Bay | Massachusetts | USA,,,1
27,132,1896,Rip Leaving Sleepy Hollow (1896) ,4.4,454,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,Drama | Short,"[('Joseph Jefferson', 420198)]",,"[{'star': 'Joseph Jefferson', 'star_id': 420198, 'character': 'Rip Van Winkle', 'character_id': 108}]","[('William K.L. Dickson (uncredited)', 5690)]",1 September 1896,USA,None,Buzzards Bay | Massachusetts | USA,,,1
28,133,1896,Rip's Twenty Years' Sleep (1896) ,4.4,461,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,Drama | Short,"[('Joseph Jefferson', 420198)]",,"[{'star': 'Joseph Jefferson', 'star_id': 420198, 'character': 'Rip Van Winkle', 'character_id': 113}]","[('William K.L. Dickson (uncredited)', 5690)]",1 September 1896,USA,None,Buzzards Bay | Massachusetts | USA,,,0
29,134,1896,"Sauvetage en rivière, 1er (1896) ",5.6,28,No description.,Documentary | Short,,,,"[('Georges Méliès', 617588)]",May 1896,France,None,,,,
30,135,1896,Rip Passing Over the Mountain (1896) ,4.4,449,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,Short | Fantasy,"[('Joseph Jefferson', 420198)]",,"[{'star': 'Joseph Jefferson', 'star_id': 420198, 'character': 'Rip Van Winkle', 'character_id': 110}]","[('William K.L. Dickson', 5690)]",1 September 1896,USA,None,Buzzards Bay | Massachusetts | USA,,,1
31,136,1896,Une partie de cartes (1896) ,5.1,892,"In what is considered to be the first remake in the history of cinema, the grand French director, Georges Méliès, directs his very first short film, influenced by the Lumière Brothers' original story in ""Partie d'écarté (1896)"".",Short | Biography,"[('Octavie Huvier', 9342429), ('Gaston Méliès', 9342429), ('Georges Méliès | See full cast & crew\xa0»', 9342429)]","[('Georges Méliès', 617588)]","[{'star': 'Octavie Huvier', 'star_id': 9342429, 'character': 'La Serveuse', 'character_id': 132}, {'star': 'Gaston Méliès', 'star_id': 577734, 'character': 'Un joueur de cartes', 'character_id': 132}, {'star': 'Georges Méliès', 'star_id': 617588, 'character': 'Un joueur de cartes', 'character_id': 132}, {'star': 'Georgette Méliès', 'star_id': 3029234, 'character': 'La petite fille', 'character_id': 132}]","[('Georges Méliès (uncredited)', 617588)]",1896,France,None,Montreuil | Seine-Saint-Denis | France,,,1
32,137,1896,Une nuit terrible (1896) ,5.8,1119,"A man tries to get a good night's sleep, but is disturbed by a giant spider that leaps onto his bed, and a battle ensues in hilarious comic fashion.",Short | Comedy | Horror,"[('Georges Méliès', 617588)]",,"[{'star': 'Georges Méliès', 'star_id': 617588, 'character': ""L'homme qui essaie de dormir"", 'character_id': 131}]","[('Georges Méliès', 617588)]",1896,France,None,Montreuil | Seine-Saint-Denis | France,,,1
33,138,1897,L'auberge ensorcelée (1897) ,6.5,903,"At a solitary cheap inn, a distant traveller overcome with fatigue has a close encounter with the supernatural.",Short | Comedy | Horror,"[('Georges Méliès', 617588)]",,"[{'star': 'Georges Méliès', 'star_id': 617588, 'character': 'Inn Guest', 'character_id': 138}]","[('Georges Méliès (uncredited)', 617588)]",1897,France,None,,,,2
34,139,1895,L'arroseur arrosé (1895) ,7.1,4736,An impudent child plays a prank on a gardener innocently watering his plants.,Short | Comedy,"[('François Clerc', 166380), ('Benoît Duval', 166380)]",,"[{'star': 'François Clerc', 'star_id': 166380, 'character': 'The Gardener', 'character_id': 14}, {'star': 'Benoît Duval', 'star_id': 244989, 'character': 'The Boy', 'character_id': 14}]","[('Alice Guy', 349785), ('Louis Lumière', 349785)]",1896,France,None,,,,1
0,140,1897,Le cocher de fiacre endormi (1897) ,5.2,14,No description.,Short | Comedy,,,,"[('Alice Guy', 349785)]",,France,None,,,,
1,141,1897,En classe (1897) ,3.8,6,No description.,Short | Comedy,,,,"[('Alice Guy', 349785)]",,France,None,,,,
2,142,1897,Le planton du colonel (1897) ,4.6,5,No description.,Short | Comedy,,,,"[('Alice Guy', 349785)]",,France,None,,,,
3,143,1897,Idylle interrompue (1897) ,3.4,7,No description.,Short | Comedy,,,,"[('Alice Guy', 349785)]",,France,None,,,,
4,144,1897,Idylle (1897) ,4.1,7,No description.,Short,,,,"[('Alice Guy', 349785)]",,France,None,,,,
5,145,1897,Henley Regatta (1897) ,4.1,7,No description.,Short | News | Sport,,,,"[('Birt Acres', 10291)]",17 March 1897,UK,None,Henley-on-Thames | Oxfordshire | England | UK,,,
6,146,1897,Dans les coulisses (1897) ,4.7,9,"In which is seen all that usually transpires on the stage. Property men are setting scenery and continually collide with an old sport who is there to pay court to his favorite ballet dancer...
                    See full summary »",Short | Comedy,,,,"[('Georges Méliès', 617588)]",3-Jan,France,None,,,,
7,147,1897,Salida de los trabajadores de la fábrica España Industrial (1897) ,4.1,7,Short documentary where workers come out of a factory.,Documentary | Short,,,,"[('Fructuós Gelabert', 5717)]",,Spain,None,,,,1
8,148,1898,Brittania (1898) ,5,6,No description.,Short,,,,,,UK,None,,,,
9,149,1897,Leçon de danse (1897) ,3.9,7,No description.,Short | Comedy,,,,"[('Alice Guy', 349785)]",,France,None,,,,
10,150,1897,Le magnétiseur (1897) ,4.9,12,No description.,Short,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
11,151,1897,Une nuit agitée (1897) ,4.4,5,No description.,Short | Comedy,,,,"[('Alice Guy', 349785)]",,France,None,,,,
12,152,1896,L'hôtel empoisonné (1896) ,4.1,10,No description.,Short | Comedy,,,,"[('Georges Méliès', 617588)]",1896,France,None,,,,
13,153,1898,The Deserter (1898) ,4,6,No description.,Short | Drama,,,,"[('Robert W. Paul', 666972)]",,UK,None,,,,
14,154,1898,Le cuirassé Maine (1898) ,4.2,12,No description.,Short | War,,,,"[('Georges Méliès', 617588)]",,France,None,,,,
15,155,1897,Slagsmål i gamla Stockholm (1897) ,4,26,"In 17th-century Sweden, two soldiers battle over the affections of a girl.",Short,,,,"[('Alexandre Promio', 698645)]",3 July 1897,Sweden | France,None,Djurgården | Östermalm | Stockholm | Stockholms län | Sweden,,,1
